,ementa,tema_resposta_modelo,probabilidade_predicao,tema_correto,modelo_acertou
2740,"MANTEM A DECISÃO DO TRIBUNAL DE CONTAS QUE RECUSOU REGISTRO AO CONTRATO CELEBRADO ENTRE O MINISTERIO DA GUERRA E A CONGREGAÇÃO DAS IRMÃS MISSIONARIAS DA IMACULADA CONCEIÇÃO, PARA PRESTAÇÃO DE SERVIÇO DE ENFERMAGEM NOS HOSPITAIS MILITARES.",Direitos Humanos e Minorias,0.68,Direitos Humanos e Minorias,Sim
2741,"ALTERA O ARTIGO 47 DA LEI Nº 5.764, DE 16 DE DEZEMBRO DE 1971, QUE 'DEFINE A POLITICA NACIONAL DE COOPERATIVISMO, INSTITUI O REGIME JURIDICO DAS SOCIEDADES COOPERATIVAS E DA OUTRAS PROVIDENCIAS'.",Direitos Humanos e Minorias,0.985,Direitos Humanos e Minorias,Sim
2742,"ASSEGURA A APOSENTADORIA DA MULHER, PELO INPS, AOS 25 ANOS DE SERVIÇO, ALTERANDO O ""CAPUT"" DO ARTIGO 10, SEUS ITENS E PARAGRAFO PRIMEIRO, DA LEI Nº 5.890, DE 08 DE JUNHO DE 1973.",Direitos Humanos e Minorias,0.74,Direitos Humanos e Minorias,Sim
2743,"Institui a campanha agosto lilás, de conscientização pelo fim da violência contra a mulher.",Direitos Humanos e Minorias,0.885,Direitos Humanos e Minorias,Sim
2744,"""Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde"".",Direitos Humanos e Minorias,0.5042420634920636,Direitos Humanos e Minorias,Sim
2745,"Dispõe sobre ações, medidas e diretrizes acerca do enfrentamento ao Coronavírus (COVID-19) no intuito de conceder seguro desemprego nos termos que especifica e dá outras providências",Previdência e Assistência Social,0.5333333333333333,Previdência e Assistência Social,Sim
2746,"DISPÕE SOBRE A CONCESSÃO DE APOSENTADORIA ESPECIAL AOS EMPREGADOS EM SERVIÇOS DE LIMPEZA, ASSEIO, CONSERVAÇÃO E COLETA DE LIXO.",Trabalho e Emprego,0.98,Trabalho e Emprego,Sim
2747,"Institui pensão especial destinada a
crianças, cujos pais ou mães
faleceram vítimas do coronavírus
(Covid-19).",Direitos Humanos e Minorias,0.885,Direitos Humanos e Minorias,Sim
2748,Altera a denominação do Centro Cultural da Câmara dos Deputados para Centro Cultural Zumbi dos Palmares.,Direitos Humanos e Minorias,0.8238888888888889,Homenagens e Datas Comemorativas,Não
2749,"Cria a Aposentadoria Especial para os trabalhadores expostos a agentes físicos, químicos e biológicos em nível acima da tolerância de nocividade à saúde ou de integridade física nas empresas de fabricação de produtos químicos orgânicos.",Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2750,ISENTA OS PRODUTORES DE FILMES NACIONAIS DO IMPOSTO SOBRE SERVIÇOS (ISS).,"Arte, Cultura e Religião",0.89,"Arte, Cultura e Religião",Sim
2751,"Altera a Lei n. 8.080, de 19 de setembro de 1990, que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, para dispor sobre a prioridade na assistência psicológica às mulheres que sofreram aborto espontâneo, nos casos permitidos em Lei ou na ocorrência de  óbito perinatal",Direitos Humanos e Minorias,0.77,Direitos Humanos e Minorias,Sim
2752,ASSEGURA VINTE POR CENTO DAS VAGAS NOS ESTABELECIMENTOS OFICIAIS DE ENSINO SUPERIOR AOS ESTUDANTES DE COR NEGRA QUE TENHAM OBTIDO MEDIAS ALTAS DE APROVAÇÃO NOS CURSOS DE SEGUNDO GRAU.,Direitos Humanos e Minorias,0.63,Direitos Humanos e Minorias,Sim
2753,Dispõe sobre a gratuidade no transporte aéreo doméstico para jovens.,Direitos Humanos e Minorias,0.7186363636363637,Direitos Humanos e Minorias,Sim
2754,DETERMINA A INSCRIÇÃO DA EXPRESSÃO QUE ESPECIFICA NAS EMBALAGENS DE CIGARROS E DEMAIS DERIVADOS DO FUMO E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.32,Direitos Humanos e Minorias,Sim
2755,"Altera o Decreto-Lei 2.848 de 7 de dezembro de 1940 (Código Penal), para estabelecer o tipo penal de gravação de filmes no interior das salas de cinema (camcording).","Arte, Cultura e Religião",0.745,"Arte, Cultura e Religião",Sim
2756,"Dispõe sobre aposentadoria em tempo inferior para guardas de endemias, bem como outros funcionários da Fundação Nacional de Saúde que trabalham diretamente com inseticidas.",Trabalho e Emprego,0.71,Trabalho e Emprego,Sim
2757,"RETIRA O CARATER CRIMINOSO DO ABORTO VOLUNTARIO, AUTORIZANDO OS MEDICOS A PRATICA-LO.",Direitos Humanos e Minorias,0.48,Saúde,Não
2758,"Altera a Lei nº 7.102, de 20 de junho de 1983, e a Lei nº 10.826, de 22 de dezembro de 2003.",Direito Penal e Processual Penal,0.865,Direito Penal e Processual Penal,Sim
2759,"Altera a Lei nº 7.998, de 11 de janeiro de 1990, que ""Regula o Programa do Seguro-Desemprego, o Abono Salarial, institui o Fundo de Amparo ao Trabalhador (FAT), e dá outras providências"".",Previdência e Assistência Social,1.0,Previdência e Assistência Social,Sim
2760,"Institui o Sistema Único de Consórcios e Sorteios (SUCS), de bens móveis duráveis e unidades imobiliárias de qualquer tipo, espécie e natureza; dispõe sobre a adoção de programa de renovação da frota de veículos automotivos; autoriza a utilização do Fundo de Garantia por Tempo de Serviço (FGTS) na aquisição de imóveis através de consórcio, e dá outras providências.",Direitos Humanos e Minorias,0.545,"Agricultura, Pecuária, Pesca e Extrativismo",Não
2761,Dispõe sobre a obrigatoriedade de dublagem em língua portuguesa de filmes e documentários estrangeiros.,"Arte, Cultura e Religião",0.74,"Arte, Cultura e Religião",Sim
2762,"DA NOVA REDAÇÃO AO ARTIGO 540 DO DECRETO-LEI Nº 5.452, DE PRIMEIRO DE MAIO DE 1943 (CONSOLIDAÇÃO DAS LEIS DO TRABALHO).",Trabalho e Emprego,0.745,Trabalho e Emprego,Sim
2763,"Acrescenta parágrafo ao art. 1º, cria o art. 1º-A e altera a redação do parágrafo único do art. 2º da Lei nº 8.878, de 11 de maio de 1994, estendendo a anistia aos servidores exonerados, demitidos ou despedidos dos órgãos ou entidades que tenham sido extintos, liquidados ou privatizados e dá outras providências.",Trabalho e Emprego,0.41,Trabalho e Emprego,Sim
2764,"Altera o art. 42 da Lei nº 8.213, de 24 de julho de 1991, para dispor sobre exame médico-pericial multidisciplinar e avaliação da limitação biopsicossocial para exercício de atividade laboral para fins de concessão de aposentadoria por invalidez.",Trabalho e Emprego,0.785,Trabalho e Emprego,Sim
2765,"Altera os arts. 1º, 2º e 3º do Decreto-lei nº 1.305, de 8 de janeiro de 1974, que dispõe sobre as contribuições de que tratam o art. 1º, do Decreto-lei nº 6.246, de 5 de fevereiro de 1944, e o art. 24, da Lei nº  5.107, de 13 de setembro de 1966, alterada pelo Decreto-lei nº 20, de 14 de setembro de 1966, para destiná-las ao
Serviço Social do Transporte - SEST e ao Serviço Nacional de Aprendizagem do Transporte - SENAT.",Trabalho e Emprego,0.705,Trabalho e Emprego,Sim
2766,DISPÕE SOBRE O COMPUTO DE TEMPO DE TRABALHO DO JORNALISTA PROFISSIONAL.,Trabalho e Emprego,0.555,Trabalho e Emprego,Sim
2767,Dispõe sobre a gratuidade da realização de exames de Código Genético (DNA) para instruir processos de reconhecimento de paternidade.,Direitos Humanos e Minorias,0.95,Direitos Humanos e Minorias,Sim
2768,"DÁ NOVA REDAÇÃO AO ""CAPUT"" DO ARTIGO 15 DO DECRETO-LEI Nº 1.642, DE 07 DE DEZEMBRO DE 1978, QUE ""ALTERA A LEGISLAÇÃO DO IMPOSTO SOBRE A RENDA DAS PESSOAS FISICAS"".",Trabalho e Emprego,0.375,Trabalho e Emprego,Sim
2769,"ACRESCENTA PARAGRAFO AO ARTIGO NONO DA LEI 5890, DE 08 DE JUNHO DE 1973, QUE ALTERA A LEGISLAÇÃO DA PREVIDENCIA SOCIAL.",Trabalho e Emprego,0.975,Trabalho e Emprego,Sim
2770,Dispõe sobre a proibição da participação de atletas transexuais do sexo masculino (HOMENS TRAVESTIDOS OU FANTASIADOS DE MULHER) em competições do sexo feminino em todo o Território Nacional.,Direitos Humanos e Minorias,0.87,Direitos Humanos e Minorias,Sim
2771,"Institui o dia 8 de maio como o ""Dia Nacional da luta contra a Endometriose"". 

NOVA EMENTA:
Institui o dia 13 de março como Dia Nacional de Luta contra a Endometriose e a Semana Nacional de Educação Preventiva e de Enfrentamento à Endometriose",Direitos Humanos e Minorias,0.747,Saúde,Não
2772,"Altera o art. 83 da Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal - para criar, nas penitenciárias, alojamentos para portadores de doenças infecto-contagiosas e de doenças sexualmente transmissíveis.",Saúde,0.595,Saúde,Sim
2773,"ALTERA DISPOSITIVO DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO, AMPLIANDO A ESTABILIDADE PROVISORIA A EMPREGADA QUE VENHA A TER FILHO.",Direitos Humanos e Minorias,0.88,Direitos Humanos e Minorias,Sim
2774,"Dispõe sobre a criação de cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS, destinados à Secretaria Especial de Políticas para as Mulheres.",Direitos Humanos e Minorias,0.7,Direitos Humanos e Minorias,Sim
2775,"Dispõe sobre suplementação medicamentosa de ácido fólico, para prevenir má-formação fetal.",Direitos Humanos e Minorias,0.8736363636363638,Direitos Humanos e Minorias,Sim
2776,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para permitir o porte de arma de fogo a integrantes de entidades científicas ou de pesquisa.",Direito Penal e Processual Penal,0.995,Direito Penal e Processual Penal,Sim
2777,INSTITUI A CARTEIRA DE SAUDE DO ESCOLAR E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.495,Direitos Humanos e Minorias,Sim
2778,DISPÕE SOBRE OS VENCIMENTOS DOS FUNCIONARIOS INATIVOS DA SECRETARIA DA CAMARA DOS DEPUTADOS.,Trabalho e Emprego,0.835,Trabalho e Emprego,Sim
2779,"Altera a redação do inciso II, do artigo 12-C da Lei 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), para autorizar a concessão de medida protetiva de urgência, de ofício, pelo Delegado.",Direitos Humanos e Minorias,0.905,Direitos Humanos e Minorias,Sim
2780,"TORNA CRIMES INAFIANÇAVEIS AS CONDUTAS QUE DESCREVE, REFERENTES AO COMERCIO E AO PORTE ILEGAIS DE ARMA DE FOGO.",Direitos Humanos e Minorias,0.42,"Agricultura, Pecuária, Pesca e Extrativismo",Não
2781,"CONCEDE APOSENTADORIA AO MINISTRO ANTONIO FRANCISCO CARVALHAL, MEMBRO DO TRIBUNAL SUPERIOR DO TRABALHO.",Trabalho e Emprego,0.865,Trabalho e Emprego,Sim
2782,"DA NOVA REDAÇÃO AO ARTIGO 215 DA LEI Nº 8.112, DE 11 DE DEZEMBRO DE 1990, DISPONDO SOBRE O DIREITO DO DEPENDENTE A REMUNERAÇÃO DO FUNCIONARIO FALECIDO, NAS CONDIÇÕES QUE MENCIONA, E DA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.44,Direito Civil e Processual Civil,Não
2783,Institui o Programa de Prevenção e Tratamento da Doença de Endometriose.,Direitos Humanos e Minorias,0.645,Saúde,Não
2784,"AUTORIZA O PODER EXECUTIVO A ABRIR, PELO MINISTERIO DA EDUCAÇÃO E CULTURA O CREDITO ESPECIAL DE Cr$ 20.000.000,00 PARA OCORRER AS DESPESAS COM A REALIZAÇÃO DO SEGUNDO CONGRESSO NACIONAL DE MUNICIPIOS EM BRASILIA, EM DEZEMBRO DE 1961.",Direitos Humanos e Minorias,0.99,Direitos Humanos e Minorias,Sim
2785,DISPÕE SOBRE A POLITICA AGRICOLA E DA OUTRAS PROVIDENCIAS.,"Agricultura, Pecuária, Pesca e Extrativismo",0.7242083333333335,Direitos Humanos e Minorias,Não
2786,"Define os crimes resultantes de discriminação e preconceito de raça, cor, etnia, religião ou origem.",Direitos Humanos e Minorias,0.815,Direitos Humanos e Minorias,Sim
2787,"DISPÕE SOBRE A APOSENTADORIA ESPECIAL DE MEDICOS, PARAMEDICOS E EMPREGADOS EM ESTABELECIMENTOS HOSPITALARES.",Trabalho e Emprego,0.985,Direitos Humanos e Minorias,Não
2788,"DISPÕE SOBRE A APOSENTADORIA ESPECIAL DE MEDICOS, PARAMEDICOS E EMPREGADOS EM ESTABELECIMENTOS HOSPITALARES.",Trabalho e Emprego,0.985,Trabalho e Emprego,Sim
2789,"DISPÕE SOBRE A APOSENTADORIA ESPECIAL DE MEDICOS, PARAMEDICOS E EMPREGADOS EM ESTABELECIMENTOS HOSPITALARES.",Trabalho e Emprego,0.985,Direitos Humanos e Minorias,Não
2790,"DISPÕE SOBRE A APOSENTADORIA ESPECIAL DE MEDICOS, PARAMEDICOS E EMPREGADOS EM ESTABELECIMENTOS HOSPITALARES.",Trabalho e Emprego,0.985,Trabalho e Emprego,Sim
2791,"Acrescenta parágrafo ao art. 57 da Lei nº 8.213, de 24 de julho de 1991, que ""dispõe sobre os Planos de benefícios da Previdência Social e dá outras providências"", para estender ao paraplégico a aposentadoria especial após vinte e cinco anos de trabalho",Trabalho e Emprego,0.5725,Trabalho e Emprego,Sim
2792,"ALTERA O ARTIGO 389, DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO, APROVADA PELO DECRETO-LEI Nº 5.452, DE 01 DE MAIO DE 1943.",Direitos Humanos e Minorias,0.7,Direitos Humanos e Minorias,Sim
2793,"Cria a Aposentadoria Especial para os trabalhadores expostos a agentes físicos, químicos e biológicos em nível acima da tolerância de nocividade à saúde ou de integridade física nas empresas de fabricação de pneumáticos e de câmaras-de-ar.",Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2794,Dispõe sobre a criação do Grupo Parlamentar Brasil-Paraguai.,Direitos Humanos e Minorias,0.95,Direitos Humanos e Minorias,Sim
2795,Dispõe sobre a inclusão da linguagem de sinais na publicidade institucional  de qualquer nível de Governo  e dá outras providências.,Direitos Humanos e Minorias,0.7,Direitos Humanos e Minorias,Sim
2796,"MODIFICA A LEI Nº 6.001, DE 19 DE DEZEMBRO DE 1973, QUE 'DISPÕE SOBRE O ESTATUTO DO INDIO'.",Direitos Humanos e Minorias,0.93,Direitos Humanos e Minorias,Sim
2797,DISPÕE SOBRE A REALIZAÇÃO DE PLEBISCITO PARA A CRIAÇÃO DO TERRITORIO FEDERAL DO RIO NEGRO E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.93,Direitos Humanos e Minorias,Sim
2798,"Institui o ano de 2014 como o ""Ano Nacional de Combate à Violência Praticada Contra a Criança Indígena"".",Direitos Humanos e Minorias,0.405,"Arte, Cultura e Religião",Não
2799,"Modifica dispositivo da Lei nº 7.827, de 27 de setembro de 1989, e dá outras providências.",Direitos Humanos e Minorias,0.91,Direitos Humanos e Minorias,Sim
2800,"Altera a Lei nº 11.096, de 13 de janeiro de 2005, que institui o Programa Universidade para Todos (PROUNI), para incluir alunos da Educação de Jovens e Adultos (EJA).",Educação,0.9783333333333333,Educação,Sim
2801,Cria a Rota Turística Imperial Caminho dos Príncipes.,Direitos Humanos e Minorias,0.9,Direitos Humanos e Minorias,Sim
2802,"MANDA CONTAR PARA EFEITO DE APOSENTADORIA, O TEMPO DE SERVIÇO PRESTADO JUNTO AOS SERVIÇOS HOLLERITH S/A, POR FUNCIONARIOS PUBLICOS FEDERAIS.",Trabalho e Emprego,0.97,Trabalho e Emprego,Sim
2803,"Altera a legislação tributária federal, para atualizar os valores da tabela do imposto de renda das pessoas físicas expressos em reais, das deduções legais e do desconto simplificado.",Trabalho e Emprego,0.865,Trabalho e Emprego,Sim
2804,Dispõe sobre a criação de Estados e Territórios Federais.,Direitos Humanos e Minorias,0.8926666666666666,Direitos Humanos e Minorias,Sim
2805,Acrescenta § 3º ao art. 389 da Consolidação das Leis do Trabalho para prever o pagamento de indenização por descumprimento de dispositivo legal.,Direitos Humanos e Minorias,0.4961666666666666,Direitos Humanos e Minorias,Sim
2806,"Dispõe sobre a obrigatoriedade dos DETRANS, disponibilizar informações sobre o Exame de Alcoolemia (Etilômetro, Etilotestes ou Bafômetro), na sua página na Internet e dá outras providências.",Saúde,0.63,Saúde,Sim
2807,"ISENTA OS APOSENTADOS E REFORMADOS DO RECOLHIMENTO, NA FONTE, DO IMPOSTO DE RENDA E PROVENTOS DE QUALQUER NATUREZA.",Trabalho e Emprego,0.97,Trabalho e Emprego,Sim
2808,"Susta a tramitação congressual dos acordos bilaterais firmados entre Brasil e Canadá e entre Brasil e EUA,",Direitos Humanos e Minorias,0.91,Direitos Humanos e Minorias,Sim
2809,"Acrescenta art. 12-A à Lei nº 10.098, de 19 de dezembro de 2000, para dispor sobre reserva de assentos a idosos, pessoas com deficiência e gestantes em praças de alimentação de centros comerciais e shopping centers.",Direito Civil e Processual Civil,0.835,Direito Civil e Processual Civil,Sim
2810,"Altera a Lei nº 8.069, de 13 de julho de 1990, para reformular e ampliar o Programa Nacional de Triagem Neonatal - PNTN.",Saúde,0.54,Saúde,Sim
2811,Obrigatoriedade de exame preventivo de acuidade auditiva nos alunos matriculados na 1ª série de estabelecimentos de ensino fundamental.,Direitos Humanos e Minorias,0.64,Direitos Humanos e Minorias,Sim
2812,"Declara de relevante interesse público da União os núcleos populacionais consolidados como lugarejos, vilas ou cidades, bem como as glebas nas quais sejam desenvolvidas atividades agrícolas, ou estradas, localizados na faixa de fronteira, para os fins a que se refere o parágrafo 6º do artigo 231 da Constituição Federal.",Direitos Humanos e Minorias,0.625,"Agricultura, Pecuária, Pesca e Extrativismo",Não
2813,"ALTERA DISPOSITIVOS DA LEI 7773, DE 08 DE JUNHO DE 1989, QUE DISPÕE SOBRE A ELEIÇÃO PARA PRESIDENTE E VICE PRESIDENTE DA REPUBLICA.",Direitos Humanos e Minorias,0.9,Direitos Humanos e Minorias,Sim
2814,Dispõe sobre a estabilidade provisória do trabalhador vítima de acidente de trabalho que apresenta redução na capacidade laboral.,Trabalho e Emprego,0.3616666666666667,Trabalho e Emprego,Sim
2815,Altera a redação do inciso IV do art. 206 e acrescenta inciso VIII ao art. 208 da Constituição Federal.,Direitos Humanos e Minorias,0.52,Educação,Não
2816,"Altera o art. 1º do Decreto Legislativo nº 444, de 2002, dispondo sobre o pagamento de ajuda de custo aos parlamentares no início e no final de cada sessão legislativa.",Direitos Humanos e Minorias,0.7125,Direitos Humanos e Minorias,Sim
2817,"Susta a Portaria n° 1.129, de 13 de outubro de 2017, do Ministério do Trabalho, que dispõe sobre os conceitos de trabalho forçado, jornada exaustiva e condições análogas à de escravo, para fins de concessão de seguro-desemprego ao trabalhador que vier a ser resgatado em fiscalização do Ministério do Trabalho, nos termos do artigo 2-C da Lei nº 7998, de 11 de janeiro de 1990; bem como altera dispositivos da PI MTPS/MMIRDH Nº 4, de 11 de maio de 2016.",Previdência e Assistência Social,0.99,Previdência e Assistência Social,Sim
2818,Dispõe sobre o monitoramento nacional da cobertura florestal.,Direitos Humanos e Minorias,0.62,Direitos Humanos e Minorias,Sim
2819,"Altera dispositivos da Lei nº 9.099, de 26 de setembro de 1995, que dispõe sobre os Juizados Especiais Cíveis e Criminais e dá outras providências.",Direitos Humanos e Minorias,0.84,Direitos Humanos e Minorias,Sim
2820,"APROVA O TEXTO DO ACORDO SOBRE O EXERCICIO DE ATIVIDADES REMUNERADAS POR PARTE DE DEPENDENTES DO PESSOAL DIPLOMATICO, CONSULAR, ADMINISTRATIVO E TECNICO, CELEBRADO ENTRE O GOVERNO DA REPUBLICA FEDERATIVA DO BRASIL E O GOVERNO DA REPUBLICA DO PARAGUAI, EM BRASILIA, EM 23 DE OUTUBRO DE 1996.",Direitos Humanos e Minorias,0.875,Direitos Humanos e Minorias,Sim
2821,"DISCIPLINA O FOMENTO DA PRODUÇÃO AGROPECUARIA, NOS TERMOS DO ARTIGO 23, INCISO VIII, DA CONSTITUIÇÃO FEDERAL.",Direitos Humanos e Minorias,0.5683333333333332,Direitos Humanos e Minorias,Sim
